CDC100607MB,PB-WDB12,0.00,0.00,0.00,"25,201.45","10,264.32","35,465.77",0.00
CDC100607MB,PB-WDB12,0.00,0.00,0.00,0.00,"6,709.00","6,709.00",0.00
CDC100607MB,PB-WDB12,0.00,0.00,0.00,"11,610.00",0.00,"11,610.00",0.00
CDC100607MB,PB-WDB12,0.00,0.00,0.00,0.00,717.00,717.00,0.00
CDC100607MB,PB-WDB12,0.00,0.00,0.00,0.00,50.00,50.00,0.00
CDC100607MB,PB-WDB12,0.00,0.00,0.00,0.00,312.00,312.00,0.00
CDC100607MB,PB-WDB12,0.00,0.00,0.00,763.20,0.00,763.20,0.00
CDC100607MB,,"723,546.00","723,546.00","723,546.00","37,574.65","18,052.32","55,626.97","667,919.03"
CDC100609MB,PB-WDB12,"1,536,144.00","1,536,144.00","1,536,144.00",0.00,0.00,0.00,0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,"28,750.00",0.00,"28,750.00",0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,"52,900.00",0.00,"52,900.00",0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,0.00,600.00,600.00,0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,"387,158.00",0.00,"387,158.00",0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,"20,054.86",0.00,"20,054.86",0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,0.00,"6,270.00","6,270.00",0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,"14,374.43",0.00,"14,374.43",0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,0.00,450.00,450.00,0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,0.00,14.00,14.00,0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,0.00,288.00,288.00,0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,612.50,0.00,612.50,0.00
CDC100609MB,PB-WDB12,0.00,0.00,0.00,261.04,0.00,261.04,0.00
CDC100609MB,,"1,536,144.00","1,536,144.00","1,536,144.00","504,110.83","7,622.00","511,732.83","1,024,411.17"
CDC100610MB,PB-CEPI01,"79,373.00","79,373.00","79,373.00",0.00,0.00,0.00,0.00
CDC100610MB,,"79,373.00","79,373.00","79,373.00",0.00,0.00,0.00,"79,373.00"
CDC100611MB,PB-CEPI01,"41,502.00","41,502.00","41,502.00",0.00,0.00,0.00,0.00
CDC100611MB,,"41,502.00","41,502.00","41,502.00",0.00,0.00,0.00,"41,502.00"
CDC100612MB,PB-CEPI01,"83,044.00","83,044.00","83,044.00",0.00,0.00,0.00,0.00
CDC100612MB,,"83,044.00","83,044.00","83,044.00",0.00,0.00,0.00,"83,044.00"
CDC100613MB,PB-CEPI01,"855,384.00","855,384.00","855,384.00",0.00,0.00,0.00,0.00
CDC100613MB,,"855,384.00","855,384.00","855,384.00",0.00,0.00,0.00,"855,384.00"
CDC1007012MB,PB-CEPI01,"229,000.00","229,000.00","229,000.00",0.00,0.00,0.00,0.00
CDC1007012MB,PB-CEPI01,0.00,0.00,0.00,"144,000.00",0.00,"144,000.00",0.00
CDC1007012MB,,"229,000.00","229,000.00","229,000.00","144,000.00",0.00,"144,000.00","85,000.00"
CDC1007013MB,PB-CEPI01,"678,940.00","678,940.00","678,940.00",0.00,0.00,0.00,0.00
CDC1007013MB,,"678,940.00","678,940.00","678,940.00",0.00,0.00,0.00,"678,940.00"
CDC100701MB,PB-ADB09,"1,263,726.00",0.00,0.00,0.00,0.00,0.00,0.00
CDC100701MB,,"1,263,726.00",0.00,0.00,0.00,0.00,0.00,0.00
CDC100701MB,PB-UNITAID,"345,000.00",0.00,0.00,0.00,0.00,0.00,0.00
CDC100701MB,,"345,000.00",0.00,0.00,0.00,0.00,0.00,0.00
CDC100701MB,PB-WDB12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100701MB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100702MB,PB-WDB12,"1,000,000.00","1,000,000.00","1,000,000.00",0.00,0.00,0.00,0.00
CDC100702MB,,"1,000,000.00","1,000,000.00","1,000,000.00",0.00,0.00,0.00,"1,000,000.00"
CDC100703MB,PB-MST01,"60,000.00","60,000.00","60,000.00",0.00,0.00,0.00,0.00
CDC100703MB,PB-MST01,0.00,0.00,0.00,"2,400.00",0.00,"2,400.00",0.00
CDC100703MB,,"60,000.00","60,000.00","60,000.00","2,400.00",0.00,"2,400.00","57,600.00"
CDC100704MB,PB-WDB12,"300,500.00","119,600.00","119,600.00",0.00,0.00,0.00,0.00
CDC100704MB,PB-WDB12,0.00,0.00,0.00,"3,000.00",0.00,"3,000.00",0.00
CDC100704MB,PB-WDB12,0.00,0.00,0.00,0.00,"1,251.30","1,251.30",0.00
